student_id,semester,attendance_percentage,internal_marks,assignment_marks,study_hours_per_day,previous_sgpa,backlogs,lab_performance,participation,final_sgpa,performance
VTU77652,3,46.3,24.9,10.3,1.3,4.77,3,58.7,14.2,4.53,Poor
VTU99837,1,100.0,47.4,39.0,8.5,6.8,1,97.6,79.1,8.26,Excellent
VTU92272,4,97.0,37.7,31.2,5.0,8.22,0,93.7,80.8,8.82,Excellent
VTU29776,3,70.8,29.0,35.6,3.2,5.64,3,49.1,18.0,5.19,Average
VTU34808,7,68.9,32.2,17.0,3.5,5.74,0,75.2,57.3,5.26,Average
VTU16886,5,83.0,33.8,26.1,0.6,5.52,2,74.1,73.5,6.24,Average
VTU49984,7,83.4,34.7,33.3,6.3,6.29,3,93.3,55.5,6.0,Good
VTU62615,1,74.0,32.6,35.0,4.0,6.86,0,80.7,37.7,7.47,Good
VTU14229,2,61.5,23.3,18.6,3.2,6.76,1,61.9,60.3,7.13,Average
VTU52177,8,79.5,31.5,39.5,4.0,7.55,1,81.4,47.6,7.19,Good
VTU08029,5,49.6,26.8,20.8,4.2,6.74,1,70.6,69.0,6.13,Average
VTU28922,7,63.9,31.3,15.5,3.7,5.82,2,56.5,61.4,7.2,Average
VTU69420,4,72.5,33.2,37.2,4.7,6.17,0,77.5,71.7,6.83,Good
VTU70812,8,39.6,9.8,13.6,2.6,5.08,4,19.7,27.3,3.92,Poor
VTU34364,8,77.6,25.5,25.9,3.5,6.22,2,46.8,63.4,6.17,Average
VTU43204,3,58.3,33.3,27.8,4.0,7.97,1,85.5,85.1,6.91,Good
VTU36795,1,72.5,25.4,16.6,4.1,6.66,2,68.1,34.7,5.81,Average
VTU97027,4,85.0,29.7,45.3,4.5,8.27,1,93.0,83.2,9.55,Excellent
VTU63343,8,76.6,36.1,38.4,4.3,7.1,0,69.3,66.3,7.67,Good
VTU36956,1,73.7,27.5,27.2,1.8,7.5,1,60.9,43.3,5.44,Average
VTU69229,1,85.9,30.1,26.5,3.7,7.78,1,68.4,61.7,8.08,Good
VTU09424,4,66.1,26.3,30.2,4.0,5.31,0,72.0,35.1,5.63,Average
VTU86001,4,62.9,3.5,10.9,3.1,4.03,5,34.6,60.3,3.57,Poor
VTU16959,8,46.1,30.6,26.9,3.6,5.33,3,60.3,51.6,6.0,Average
VTU21615,2,61.9,24.1,18.8,2.4,6.68,1,53.8,42.9,5.83,Average
VTU61462,1,82.8,29.4,27.7,3.6,7.06,1,78.4,67.4,8.19,Good
VTU61774,4,78.5,26.3,41.6,3.0,7.92,0,86.8,70.5,7.64,Good
VTU86802,4,55.1,15.0,10.6,3.6,4.99,4,41.7,32.7,5.86,Poor
VTU67503,7,57.3,35.6,20.5,4.8,7.44,0,69.1,56.6,7.19,Good
VTU79371,8,46.1,29.3,15.3,3.4,4.19,4,35.1,28.8,4.16,Poor
VTU34497,7,54.5,28.7,31.0,2.1,5.71,1,58.3,38.0,6.11,Average
VTU43009,6,77.2,32.1,28.8,6.0,7.74,0,81.0,64.8,7.66,Good
VTU91598,5,88.5,40.7,37.3,6.7,7.84,0,75.8,69.6,9.93,Excellent
VTU75439,8,45.9,19.3,19.7,0.3,5.6,4,68.9,30.0,3.54,Poor
VTU29720,7,46.2,22.1,27.8,4.7,5.37,3,70.8,46.3,5.8,Average
VTU38607,6,69.7,41.5,26.0,4.8,7.33,0,62.2,57.3,7.14,Good
VTU77127,8,63.2,10.5,17.8,2.1,2.97,5,35.0,36.6,3.87,Poor
VTU97088,5,95.3,44.4,32.5,3.2,8.78,0,82.7,72.3,8.33,Excellent
VTU24627,6,69.1,36.1,38.3,1.7,5.75,2,69.6,51.0,6.27,Average
VTU61815,5,74.4,37.9,32.0,3.5,7.26,2,75.8,67.1,7.39,Good
VTU69756,1,65.3,38.8,19.4,6.3,6.04,1,77.5,73.5,7.94,Good
VTU11931,7,60.3,26.3,31.6,5.4,5.0,3,66.0,56.0,7.01,Average
VTU16161,1,61.7,22.4,28.6,1.6,7.36,0,54.4,43.9,5.64,Average
VTU47440,6,74.3,33.0,38.8,5.0,5.95,2,75.4,74.0,7.64,Good
VTU34606,1,51.3,23.0,24.7,4.2,5.91,3,65.2,57.1,6.09,Average
VTU14107,1,82.3,23.7,23.6,3.0,5.38,1,65.9,62.4,5.82,Average
VTU90651,8,88.4,32.9,42.7,5.0,8.09,0,94.6,82.0,8.03,Excellent
VTU98435,7,83.7,47.5,38.1,7.6,7.97,0,83.5,72.3,9.6,Excellent
VTU17503,1,79.6,16.2,25.4,3.7,5.57,4,62.9,55.4,5.7,Average
VTU63486,8,88.3,28.2,28.6,4.5,6.46,0,64.6,82.0,6.51,Good
VTU33076,7,90.0,34.9,37.1,1.9,4.37,5,70.4,56.9,5.67,Average
VTU79809,6,62.3,24.4,17.7,1.6,4.56,0,50.2,45.0,4.69,Poor
VTU90791,2,76.0,50.0,34.1,2.7,7.71,0,89.5,85.9,8.85,Excellent
VTU93365,2,83.0,43.8,42.5,6.1,8.15,2,87.2,53.0,8.83,Excellent
VTU18293,1,71.5,24.2,29.2,0.6,4.62,2,45.4,37.3,6.13,Average
VTU43850,7,66.4,35.5,32.1,6.1,7.8,1,71.5,86.4,7.0,Good
VTU35068,5,66.0,28.4,23.5,1.6,7.06,1,66.0,49.5,6.49,Average
VTU61393,8,62.6,37.6,34.8,7.6,7.43,1,63.6,77.0,7.1,Good
VTU27382,8,77.4,18.9,33.6,2.3,5.14,1,79.5,46.5,4.9,Average
VTU85414,1,68.0,18.0,19.6,1.8,5.28,4,68.2,23.8,4.33,Poor
VTU13798,2,72.1,36.8,22.4,4.3,5.9,0,68.6,55.8,6.43,Average
VTU01729,4,68.5,26.6,24.9,1.8,5.99,2,80.8,39.2,5.8,Average
VTU66101,8,78.4,24.1,36.0,3.3,7.7,0,73.3,47.5,6.6,Good
VTU07678,6,38.0,32.9,37.2,0.6,6.04,2,69.1,42.0,6.09,Average
VTU73315,4,63.5,14.9,8.0,2.5,3.19,7,66.6,43.0,3.7,Poor
VTU69696,3,71.4,42.0,20.5,1.5,7.89,0,79.1,53.2,6.93,Good
VTU05439,8,68.2,26.6,30.4,3.4,6.61,0,56.1,55.4,6.4,Average
VTU73381,8,48.7,7.5,24.2,4.0,5.23,6,62.5,3.8,4.52,Poor
VTU34591,3,72.3,33.6,14.7,4.0,6.23,2,71.1,55.4,5.33,Average
VTU08453,4,56.6,20.7,17.8,2.1,5.14,1,55.4,72.7,7.12,Average
VTU06235,4,62.9,24.0,27.0,0.6,6.84,3,65.6,51.8,5.44,Average
VTU56580,5,87.4,35.0,28.7,6.1,6.81,0,86.5,89.9,6.99,Good
VTU44069,5,63.6,27.6,19.4,7.0,6.78,1,73.3,64.5,6.11,Good
VTU73662,4,54.5,17.7,13.3,1.3,5.12,5,19.7,36.3,5.17,Poor
VTU18242,3,58.4,33.0,20.8,5.9,5.82,4,71.8,39.3,5.72,Average
VTU72560,6,46.9,14.2,18.0,1.5,4.91,2,46.1,43.5,5.09,Poor
VTU11373,4,67.3,37.8,24.9,3.0,6.52,1,62.6,44.0,6.02,Average
VTU53068,1,75.5,27.6,32.2,3.3,7.78,0,66.0,73.6,7.91,Good
VTU54397,7,65.7,38.3,30.8,4.4,7.46,0,76.1,55.1,7.66,Good
VTU60744,4,74.5,33.7,29.8,6.3,8.25,1,77.6,65.6,6.2,Good
VTU04233,2,59.2,28.7,25.9,4.7,4.87,2,58.3,33.8,6.96,Average
VTU66150,8,69.8,27.7,24.3,2.7,8.33,1,66.7,49.1,7.54,Good
VTU00227,6,65.6,26.8,14.9,0.6,5.64,0,63.2,44.4,6.44,Average
VTU38051,8,88.7,37.9,27.7,3.8,7.16,1,74.9,56.6,7.57,Good
VTU75831,8,64.9,13.4,21.6,1.7,6.09,1,32.5,43.3,4.69,Poor
VTU11713,4,75.8,25.9,25.9,0.9,5.59,3,70.6,42.3,5.61,Average
VTU89799,3,100.0,42.4,49.8,6.6,8.99,0,84.2,76.8,8.67,Excellent
VTU84722,4,68.4,20.9,12.5,2.3,5.0,0,51.2,33.7,4.61,Poor
VTU11651,5,79.2,30.1,14.6,7.0,6.33,2,60.6,30.9,5.2,Average
VTU63793,4,83.5,36.6,31.7,6.5,6.4,0,78.3,72.9,7.59,Good
VTU18332,3,72.9,23.7,17.5,3.4,5.79,0,57.7,45.7,5.85,Average
VTU59465,5,82.9,41.2,31.4,5.9,7.67,1,68.6,60.5,6.0,Good
VTU31839,6,72.4,35.8,19.7,2.3,5.56,0,86.8,58.5,5.81,Average
VTU35888,8,66.5,33.9,27.3,3.1,6.13,2,59.2,59.5,6.59,Average
VTU70558,6,62.4,19.1,18.8,2.7,4.64,2,60.8,31.9,4.6,Poor
VTU68842,7,76.5,34.6,32.8,5.0,7.53,0,71.1,80.6,8.39,Good
VTU44300,6,85.2,26.2,31.5,4.9,6.57,1,91.1,71.9,6.92,Good
VTU39432,4,64.9,35.4,29.2,4.8,6.29,1,75.9,84.0,6.52,Good
VTU71758,1,51.4,13.2,9.0,2.7,3.36,6,39.0,26.1,4.21,Poor
VTU51267,5,89.0,29.8,32.2,2.4,8.12,0,75.1,63.9,8.11,Good
VTU49809,7,71.7,28.2,38.7,4.3,5.81,2,75.3,71.5,7.82,Good
VTU86689,1,52.6,19.1,15.1,2.7,4.6,4,53.2,20.5,4.84,Poor
VTU61005,5,91.5,25.8,39.5,2.9,7.68,0,80.0,69.1,7.05,Good
VTU60771,4,72.6,26.3,20.0,4.9,7.52,3,83.1,60.7,7.5,Good
VTU00088,8,68.1,29.3,15.9,1.5,6.83,1,79.4,45.4,5.97,Average
VTU77204,6,54.2,19.6,17.9,2.5,5.0,3,63.1,46.4,4.97,Poor
VTU51988,8,90.4,27.6,31.9,2.7,7.49,1,75.7,78.2,6.36,Good
VTU82150,8,44.4,19.9,3.7,0.1,2.87,1,46.9,34.0,4.77,Poor
VTU43734,2,79.6,30.4,28.4,2.1,7.37,1,97.0,77.5,6.6,Good
VTU95182,4,94.7,47.8,42.1,7.0,9.37,1,76.9,83.3,9.71,Excellent
VTU88477,1,78.8,44.0,39.4,10.0,8.61,0,74.3,78.7,7.5,Excellent
VTU62006,3,87.5,37.6,19.7,6.3,7.51,1,76.6,60.7,7.12,Good
VTU30884,6,57.2,29.7,36.0,1.1,5.74,0,69.1,60.9,5.43,Average
VTU50767,4,57.9,27.0,30.6,5.4,7.06,1,66.4,63.3,6.85,Good
VTU74956,7,54.0,20.0,17.0,2.3,4.29,0,69.4,25.8,4.79,Poor
VTU12751,3,51.4,22.4,18.1,2.7,6.12,0,68.8,76.1,6.27,Average
VTU36507,6,68.2,26.1,24.7,2.7,6.94,3,45.2,46.7,5.89,Average
VTU09938,4,73.2,26.6,22.5,1.3,7.12,1,90.0,64.1,6.64,Average
VTU18374,1,48.3,35.3,27.6,5.8,7.13,0,67.8,38.8,5.56,Average
VTU92221,1,82.6,38.5,43.3,6.3,7.83,0,84.4,75.5,9.03,Excellent
VTU90730,2,70.2,41.1,30.5,3.3,8.15,0,92.7,53.8,8.99,Excellent
VTU12397,6,82.0,22.7,34.8,3.9,5.61,1,56.4,56.5,6.08,Average
VTU94922,5,98.1,40.4,40.5,4.7,9.38,2,77.7,71.8,8.87,Excellent
VTU33802,4,67.5,27.0,33.0,1.0,4.94,0,63.2,64.9,5.99,Average
VTU01231,8,59.7,14.0,19.8,2.9,6.45,1,68.1,52.7,5.09,Average
VTU20335,7,70.3,20.0,26.1,2.4,4.96,0,65.3,43.7,5.36,Average
VTU78044,8,65.3,11.1,20.0,3.3,5.23,4,49.6,26.9,4.08,Poor
VTU40351,8,92.3,24.4,28.2,4.0,6.76,2,80.4,60.9,6.83,Good
VTU50863,1,55.4,34.6,37.1,1.7,7.96,0,78.5,80.7,8.58,Good
VTU65410,5,71.9,32.9,24.5,3.2,8.2,2,96.2,80.4,8.07,Good
VTU98466,2,89.5,43.2,45.0,7.7,9.08,0,95.4,76.4,9.65,Excellent
VTU83943,6,36.7,21.4,16.3,1.1,5.39,2,53.6,24.1,3.35,Poor
VTU35641,5,65.6,25.2,25.1,4.1,4.98,0,72.9,58.8,7.16,Average
VTU76610,4,32.7,2.6,14.3,2.3,3.84,4,42.0,51.6,4.5,Poor
VTU01046,2,73.4,31.5,29.1,5.8,5.75,4,69.6,48.0,5.65,Average
VTU97796,7,89.1,40.6,36.8,7.2,10.0,0,89.2,73.9,8.59,Excellent
VTU05938,8,50.0,33.8,33.6,4.3,5.55,2,63.3,56.9,6.32,Average
VTU57688,3,73.8,42.1,33.2,5.1,7.95,0,80.3,70.9,7.7,Good
VTU07896,8,59.8,33.3,6.0,2.9,5.58,0,55.7,52.5,5.59,Average
VTU87485,5,52.6,6.7,14.2,1.1,5.0,0,42.8,37.9,5.36,Poor
VTU17571,4,84.6,27.9,23.5,4.1,6.64,3,53.3,37.6,5.98,Average
VTU53065,4,65.4,41.9,26.4,2.5,7.12,2,73.8,62.3,7.25,Good
VTU11142,6,79.0,34.4,29.7,3.6,4.5,1,59.4,48.6,6.39,Average
VTU96937,4,79.5,50.0,38.3,8.2,8.48,1,85.4,98.4,7.82,Excellent
VTU50491,5,82.7,41.9,26.6,4.6,6.92,0,64.8,89.3,6.57,Good
VTU33223,2,71.7,29.5,7.8,3.3,5.68,3,65.8,32.4,4.85,Average
VTU82507,1,56.9,24.6,16.5,2.2,6.3,2,56.8,18.8,5.37,Poor
VTU36297,6,51.2,24.5,33.4,5.7,5.51,0,61.8,48.6,5.94,Average
VTU67925,6,71.7,29.1,27.6,6.1,7.87,1,76.4,82.5,7.83,Good
VTU94405,3,86.4,50.0,36.6,7.6,8.1,0,84.1,67.9,8.06,Excellent
VTU84993,4,50.4,14.2,9.3,3.5,5.19,0,52.1,31.5,4.68,Poor
VTU62123,1,70.8,38.7,15.5,2.0,6.56,1,71.0,80.5,7.63,Good
VTU65744,8,61.0,21.6,18.4,6.4,6.98,1,85.8,83.3,8.24,Good
VTU40247,7,65.6,43.0,15.6,4.9,6.09,0,77.2,64.8,6.91,Good
VTU16362,7,59.5,29.6,24.2,3.3,5.12,1,85.0,53.1,6.16,Average
VTU55939,4,87.7,28.2,24.0,5.3,7.75,2,61.9,76.1,7.78,Good
VTU28675,1,77.1,27.2,18.1,3.6,6.1,3,67.8,73.6,5.92,Average
VTU23958,8,53.9,19.4,25.8,1.4,5.47,2,71.5,68.2,6.39,Average
VTU07859,8,38.0,23.4,12.2,1.4,5.19,1,75.5,49.0,6.24,Average
VTU94213,8,80.9,45.1,35.8,5.4,8.34,0,81.4,70.4,9.02,Excellent
VTU63352,6,63.6,35.6,25.3,4.3,7.39,0,88.7,55.5,6.0,Good
VTU50199,1,58.5,22.9,21.6,8.1,7.68,1,78.4,39.8,7.92,Good
VTU55239,3,83.5,38.1,27.6,3.9,7.1,0,79.3,77.4,6.92,Good
VTU98341,2,80.7,50.0,41.3,2.5,7.77,0,93.3,78.6,10.0,Excellent
VTU13706,8,75.9,25.8,30.8,3.6,6.45,2,70.5,72.4,6.52,Average
VTU13580,1,53.0,42.1,19.8,3.0,5.41,2,63.8,61.2,5.95,Average
VTU34571,1,80.3,15.3,26.8,3.3,5.33,4,64.7,71.3,5.31,Average
VTU93622,1,85.8,40.2,42.8,5.4,6.8,0,87.5,89.7,9.14,Excellent
VTU02105,2,53.7,17.9,21.2,4.3,6.07,3,56.5,60.1,6.19,Average
VTU74361,5,34.4,13.3,7.3,3.0,5.42,5,47.4,28.1,5.86,Poor
VTU85889,5,41.0,10.7,20.1,0.6,6.03,1,68.5,44.7,3.13,Poor
VTU99907,7,92.2,44.8,48.6,5.9,8.24,0,83.1,77.8,8.33,Excellent
VTU56430,7,84.0,37.0,23.4,4.7,6.06,0,80.7,59.1,6.93,Good
VTU86503,8,73.3,13.0,11.5,2.6,6.3,5,59.6,21.2,4.0,Poor
VTU12470,3,72.3,30.0,23.7,3.8,6.32,5,61.2,25.9,6.04,Average
VTU14779,1,63.8,32.1,19.0,1.4,5.43,1,59.0,36.2,5.29,Average
VTU27544,1,52.6,28.9,16.0,2.3,5.98,0,48.2,73.9,6.6,Average
VTU97977,6,85.5,36.7,35.3,6.9,8.37,0,89.0,79.6,8.38,Excellent
VTU46123,7,86.6,43.1,30.8,4.0,8.39,0,61.2,72.0,7.21,Good
VTU49369,3,76.2,35.6,27.0,1.5,8.63,1,84.6,65.8,7.12,Good
VTU01333,5,63.0,25.3,19.7,3.7,5.37,0,62.8,67.1,5.67,Average
VTU02361,8,55.2,23.3,30.5,0.6,6.62,4,50.7,47.6,5.04,Average
VTU82418,2,53.2,27.2,19.3,0.7,5.82,7,51.9,36.2,5.25,Poor
VTU45149,7,85.8,40.0,44.8,4.3,7.51,0,64.9,71.3,6.79,Good
VTU07842,6,60.7,41.9,28.4,2.2,6.28,5,52.4,59.7,5.69,Average
VTU86291,4,48.2,19.7,17.5,2.6,3.94,4,53.7,31.6,5.11,Poor
VTU36035,1,78.7,22.2,23.5,2.7,7.5,3,72.3,54.7,5.08,Average
VTU18146,6,66.4,21.7,18.3,3.2,6.31,0,73.7,53.2,5.79,Average
VTU70746,3,49.9,18.5,17.8,1.8,4.75,5,53.3,24.1,5.56,Poor
VTU78804,3,29.3,21.6,19.9,0.8,4.7,6,42.9,29.4,6.0,Poor
VTU94236,5,85.3,43.6,36.9,9.1,8.3,0,89.0,82.0,8.68,Excellent
VTU52491,4,70.8,25.9,32.9,4.1,7.14,1,59.2,67.0,7.94,Good
VTU88895,2,77.1,32.5,31.2,7.6,8.12,1,72.9,86.8,7.5,Excellent
VTU59269,1,92.9,35.8,31.9,3.5,6.77,0,79.4,62.5,6.82,Good
VTU19663,6,67.2,31.3,29.1,3.9,6.29,4,64.6,70.7,6.1,Average
VTU49826,1,73.7,40.1,24.2,2.9,8.17,0,85.3,71.1,8.26,Good
VTU01323,7,64.3,29.6,31.6,6.5,5.09,2,59.5,49.4,6.97,Average
VTU37624,3,47.5,26.2,27.3,3.9,5.75,1,77.4,52.0,5.42,Average
VTU20087,6,54.9,19.6,20.0,0.9,6.53,3,70.9,39.0,5.7,Average
VTU88366,3,80.5,42.7,37.0,7.6,9.18,0,76.7,81.2,8.5,Excellent
VTU92896,6,86.7,33.3,40.0,5.3,7.01,0,84.5,100.0,8.92,Excellent
VTU69588,1,97.0,38.4,30.6,6.3,7.52,0,77.1,71.5,8.7,Good
VTU26587,4,75.3,21.7,17.9,5.2,5.21,3,63.2,45.9,5.92,Average
VTU39879,4,88.3,34.4,37.4,4.3,7.22,0,79.9,74.0,7.3,Good
VTU75299,1,52.9,22.8,13.4,1.7,6.05,3,42.6,40.7,4.67,Poor
VTU53979,7,91.8,32.8,35.5,1.2,8.33,0,79.0,80.7,8.07,Good
VTU49674,5,70.2,27.4,38.4,6.3,7.44,0,67.0,75.6,7.11,Good
VTU75962,6,47.4,3.0,15.8,1.4,6.3,3,37.9,30.1,4.66,Poor
VTU25356,7,50.1,23.9,32.4,4.4,5.86,2,74.4,65.1,5.66,Average
VTU27734,6,72.5,28.1,24.2,1.7,5.16,1,61.1,56.1,5.51,Average
VTU18006,2,62.4,31.2,23.9,5.1,6.71,1,78.6,60.1,5.87,Average
VTU22673,2,38.0,37.4,26.2,3.6,6.57,1,60.9,48.1,6.52,Average
VTU50381,8,92.5,32.5,32.6,2.7,8.04,1,79.0,86.2,7.48,Good
VTU59039,4,97.0,32.3,27.6,2.6,5.5,1,79.1,66.7,6.38,Good
VTU43445,7,72.9,33.4,17.6,7.8,7.23,0,81.3,75.2,6.0,Good
VTU02281,2,48.6,14.6,26.2,3.3,5.96,1,71.8,50.4,5.9,Average
VTU77965,2,43.8,16.3,20.9,1.9,3.95,0,42.0,46.6,4.47,Poor
VTU96126,8,96.2,48.0,28.5,8.8,8.47,1,85.8,87.2,8.6,Excellent
VTU77648,6,49.1,17.5,18.7,3.1,3.04,8,35.7,34.6,2.79,Poor
VTU31432,8,71.7,29.1,33.4,3.8,6.11,3,70.5,63.3,5.87,Average
VTU31923,3,65.1,20.2,35.1,3.0,5.56,0,49.9,56.0,5.44,Average
VTU15809,6,73.4,24.5,22.2,4.1,6.4,5,66.7,60.8,6.11,Average
VTU85542,8,74.7,3.5,21.2,1.9,5.42,0,34.9,33.0,5.12,Poor
VTU15496,2,72.6,34.4,30.6,2.4,4.81,4,54.4,45.2,6.99,Average
VTU77432,2,62.6,13.5,20.5,2.0,5.59,1,53.0,36.1,5.87,Poor
VTU57937,2,94.2,33.6,36.5,5.2,7.52,1,97.0,46.5,7.32,Good
VTU18950,6,67.0,28.6,24.9,5.0,5.2,2,66.4,50.7,5.57,Average
VTU22584,3,68.1,19.8,31.2,3.5,5.49,3,60.0,65.2,6.98,Average
VTU06749,7,60.2,26.9,21.5,4.1,5.6,1,62.6,43.4,7.04,Average
VTU80574,1,48.3,14.6,17.2,0.0,4.3,2,40.7,62.8,4.25,Poor
VTU53071,8,89.8,25.8,14.1,2.2,7.87,0,86.6,75.5,7.81,Good
VTU01403,4,76.3,22.7,25.4,5.0,5.37,4,58.2,35.4,6.23,Average
VTU37782,3,55.1,28.6,19.2,4.0,4.77,3,66.6,63.6,4.85,Average
VTU64680,1,82.0,33.8,27.7,1.2,8.04,2,89.1,74.7,7.98,Good
VTU79961,4,37.9,13.2,11.8,1.2,5.74,1,48.9,23.9,4.81,Poor
VTU23788,1,75.2,27.3,17.0,4.3,4.37,2,67.4,50.3,6.26,Average
VTU30419,2,61.9,23.2,30.4,2.7,5.36,2,63.1,84.0,7.18,Average
VTU59035,6,75.6,18.1,37.6,6.4,7.2,0,62.1,57.6,7.53,Good
VTU20331,1,53.1,25.3,26.2,1.5,4.48,1,85.3,34.2,6.35,Average
VTU95653,4,95.0,39.6,38.1,3.3,9.59,1,92.8,74.6,8.61,Excellent
VTU00884,2,74.9,21.7,34.2,2.6,5.47,0,80.4,43.8,5.66,Average
VTU41516,4,77.7,47.0,30.9,3.0,6.54,0,62.2,75.5,7.91,Good
VTU14039,5,73.0,14.6,21.5,3.1,6.34,2,75.8,63.6,5.75,Average
VTU44970,8,83.8,40.1,30.4,6.9,6.53,2,74.3,68.2,6.25,Good
VTU32866,5,59.9,18.5,27.7,5.1,5.47,2,68.9,51.2,6.15,Average
VTU79369,5,52.9,19.5,17.0,4.3,4.78,2,52.8,29.6,5.71,Poor
VTU03254,6,75.1,25.0,17.8,1.7,6.55,2,69.4,34.1,6.28,Average
VTU02938,7,62.8,24.7,19.6,5.9,4.68,3,70.1,37.2,6.39,Average
VTU36839,8,62.3,33.3,21.8,2.2,6.79,2,63.7,48.2,5.56,Average
VTU25040,4,59.7,19.5,33.5,4.5,4.57,1,71.4,49.7,6.63,Average
VTU23395,1,57.9,30.1,20.1,2.4,6.46,3,79.7,27.2,5.81,Average
VTU81993,5,38.4,15.7,21.5,3.0,3.51,4,38.5,24.0,4.15,Poor
VTU56294,7,76.5,25.6,37.8,5.2,7.12,0,73.3,82.8,7.08,Good
VTU01319,7,59.2,34.9,32.1,8.4,6.22,0,64.7,34.8,5.84,Average
VTU95285,8,82.7,33.3,34.2,4.0,8.1,0,100.0,66.9,9.15,Excellent
VTU32593,5,56.8,25.6,15.8,3.3,6.11,3,67.4,43.4,5.31,Average
VTU86254,8,52.4,25.4,7.5,1.8,4.94,1,52.8,28.6,4.43,Poor
VTU79995,6,41.2,27.8,12.8,1.1,3.82,0,34.0,34.1,5.09,Poor
VTU63781,7,66.2,31.4,30.2,2.3,8.14,0,76.1,61.7,7.85,Good
VTU37109,7,67.6,23.0,18.6,1.0,5.31,1,46.1,23.2,5.95,Average
VTU01350,5,62.9,23.9,20.4,3.6,5.62,2,73.1,67.0,7.1,Average
VTU04791,5,62.5,44.0,20.7,4.3,5.86,4,59.7,49.9,6.01,Average
VTU96595,4,81.0,37.3,44.5,5.5,7.11,1,95.2,79.7,9.16,Excellent
VTU87445,3,59.0,23.4,20.7,1.4,2.63,2,61.6,37.1,3.6,Poor
VTU87608,2,49.6,22.3,17.7,2.5,4.71,4,50.7,28.9,5.12,Poor
VTU84334,3,60.3,20.5,17.6,2.0,4.43,2,58.0,40.3,5.36,Poor
VTU58135,4,79.1,32.9,35.5,3.6,7.85,0,79.5,68.5,7.32,Good
VTU18635,2,53.6,40.8,24.3,1.6,4.8,1,63.0,58.2,5.26,Average
VTU03394,3,64.3,32.5,32.7,4.4,5.1,5,78.2,56.6,6.59,Average
VTU72229,2,41.1,24.5,20.1,0.0,4.79,3,52.7,39.4,4.48,Poor
VTU37588,8,45.0,23.3,14.7,2.8,6.33,0,49.3,61.6,5.6,Average
VTU11447,2,61.3,25.7,32.0,2.8,5.22,1,55.7,60.9,5.7,Average
VTU92169,1,81.9,42.1,49.5,6.9,9.07,0,85.2,57.2,8.3,Excellent
VTU33055,4,67.9,26.0,14.8,3.5,5.36,0,54.2,57.7,6.53,Average
VTU93269,4,87.5,41.3,39.5,6.0,8.71,1,76.7,84.7,8.18,Excellent
VTU59809,8,87.2,24.7,40.5,4.3,7.12,0,86.4,80.5,7.0,Good
VTU61578,2,75.1,27.7,23.2,4.2,7.58,1,84.0,63.4,7.28,Good
VTU49661,5,80.2,31.3,27.2,7.6,8.04,1,82.1,55.0,6.53,Good
VTU11061,6,53.8,32.8,16.7,4.6,5.78,3,68.9,51.0,7.3,Average
VTU01551,8,64.0,26.5,19.2,0.6,4.65,0,70.0,41.6,6.16,Average
VTU80751,3,61.0,27.8,14.0,1.6,4.46,6,59.3,52.2,3.89,Poor
VTU04511,1,53.7,33.9,31.2,3.5,6.43,1,51.8,43.9,6.22,Average
VTU26439,3,62.0,31.4,12.1,3.1,6.2,4,56.6,41.1,5.71,Average
VTU86709,5,69.9,16.6,16.2,1.7,6.3,1,45.9,26.3,4.8,Poor
VTU83004,2,34.6,12.6,7.8,1.0,5.19,3,58.0,16.2,5.23,Poor
VTU80167,1,73.2,15.6,8.6,2.1,4.33,7,38.0,14.4,3.8,Poor
VTU48079,2,69.0,23.7,38.5,6.8,6.8,0,68.0,62.7,8.14,Good
VTU16302,2,66.6,22.9,35.2,1.2,6.24,2,70.6,56.7,5.55,Average
VTU17495,2,59.8,28.5,22.0,1.5,6.08,3,59.3,34.0,6.65,Average
VTU85699,3,38.1,16.9,12.5,0.8,6.21,2,45.0,26.5,3.58,Poor
VTU61706,1,73.0,22.6,26.1,5.2,6.53,2,94.1,63.7,6.96,Good
VTU49149,7,88.3,39.1,29.4,4.4,6.86,0,88.3,49.4,7.1,Good
VTU70173,8,49.9,19.3,13.6,1.0,4.84,0,39.8,30.9,5.06,Poor
VTU96223,6,90.4,42.4,37.5,6.3,9.43,0,78.6,77.6,7.5,Excellent
VTU52413,1,76.4,29.4,26.1,7.6,7.4,2,63.7,55.9,8.7,Good
VTU97494,2,79.0,41.4,34.1,5.2,7.77,0,86.3,74.9,8.96,Excellent
VTU09094,1,77.2,32.5,23.2,3.4,5.86,1,80.4,62.6,6.09,Average
VTU06268,4,74.2,24.5,25.5,3.6,5.63,2,67.8,48.5,6.78,Average
VTU81824,3,55.6,20.8,16.5,0.8,5.59,4,50.3,52.3,5.07,Poor
VTU40204,8,76.4,26.9,22.3,5.0,5.7,1,69.2,86.7,7.43,Good
VTU69326,4,69.8,38.3,39.1,3.4,6.42,0,86.9,65.3,8.41,Good
VTU57863,8,52.0,33.8,27.1,6.3,8.59,2,71.4,95.0,7.97,Good
VTU52992,8,87.8,37.3,45.0,2.8,5.5,2,73.8,59.9,7.75,Good
VTU89246,3,79.6,32.2,42.5,2.5,7.46,1,74.7,78.4,7.5,Excellent
VTU26874,1,57.4,33.3,25.0,3.0,6.21,2,72.0,44.7,6.32,Average
VTU62597,8,78.3,28.0,32.9,7.7,6.77,0,74.5,90.3,6.66,Good
